代码,名称,副名称,特性,正文,风味文本,背面名称,背面副名称,背面特性,背面正文,背面风味文本,
1182,拉莱耶之梦,,征兆,"<b>显现</b> - 将拉莱耶之梦放置入场，放到你的威胁区域。
    你得到-1[willpower]和-1神智。
    [action]：检定[willpower](3)。如果你检定成功，弃掉拉莱耶之梦。",,,,,,,
50011,重返聚集于此,,,"遵循<i>狂热之夜</i>的剧本手册进行冒险设置，但以下步骤例外：
    - 在找出遭遇组的卡牌时，还需要为<i>重返聚集于此</i>找出几个新遭遇組，如下所示：
    - 将场景1a——“被困于此”从游戏中移除，用新版场景1a——“神秘通道”替换。
  <b>(继续阅读背面。)</b>",,,,,"- 将原版的书房地点从游戏中移除，用新版的书房<i>(异常通道)</i>替换。将书房<i>(异常通道)</i>放置入场。每位调查员从书房<i>(异常通道)</i>开始游戏。
    - 将新版的地点——会客厅、卧室和浴室放置入场。
    - 将原版的走廊地点从游戏中移除。
    - 随机从2张阁楼地点中选择一张，2张地窖地点中选择一张，将这些卡牌放在一边，位于场外。将阁楼和地窖的其他版本从游戏中移除。
    - 将每张其他地点放在一边，位于场外。",,
50012,神秘通道,,,<b>目标</b> - 只有会客厅的调查员可以共同花费所需数量的线索以推进。,当你想要出门做些调查时，书房的门突然从眼前消失，只留下一条奇怪的通道，通往房子的另一侧。肯定有什么原因导致了这一切…… ,,,,"将放在一边的墙上的洞地点放置入场。
    选择位于会客厅的一位调查员。将该调查员立即移动到墙上的洞并将其揭示。然后，该调查员必须检定[willpower](4)。其检定失败且每低于难度1点，该调查员必须随机弃掉自己的1张手牌。","你家中的布局与往常截然不同。不知为何，会客厅仿佛如衔尾蛇般首尾相接，将你困于此处，无法进入靠近宅邸前部的主走廊。
    你注意到客房与浴室之间的墙壁已经腐烂，还沾染着像是陈旧血迹的污渍。别无他路可走，你只能强行打破这堵腐朽的脆弱墙壁。",
50013,书房,异常通道,,"[action][action]：抽取3张卡牌。只有调查员队长可以执行此能力。
    <b>强制</b> - 在有敌人将要生成在不在场上的地点时：将该地点放置入场，并将该敌人生成在该地点。",书房的门消失了，留下一个通往屋内另一处的通道。,书房,异常通道,,,你已经调查阿卡姆发生的怪异事件连续数月了。你的书桌上铺满了新闻报道、警方报告和目击者的陈述。,
50014,会客厅,,,位于本地点的调查员不能进行抽取行动。,你是怎么来到这里的……？,会客厅,,,,不知怎的，你最终来到了家里一个截然不同的区域。,
50015,卧室,,,<b>强制</b> - 在你调查卧室时技能检定失败后：从你的手中随机弃掉1张卡牌。,床单破烂不堪，布料上画着一个怪异的符号。血迹在衣柜门前汇成一滩，你能听见里面传出咀嚼的声响。,卧室,,,,你靠近时，一道影子从卧室门下的缝隙掠过。,
50016,浴室,,,<b>强制</b> - 在你调查浴室时揭示了[skull]、[cultist]、[tablet]或[auto_fail]标记后：失去所有剩余的行动并结束你的回合。,客房浴室看起来有好几年都没打扫过了。房间深处的浴缸里积满了粘稠的绿色液体，墙面也覆满了霉斑。,浴室,,,,你靠近浴室门时，腐臭而诡异的空气扑面而来，呛得你阵阵作呕。,
50017,走廊,,,<b>强制</b> - 走廊揭示后：将放在一边的阁楼、地窖和客厅地点放置入场。,墙壁上溅有淤泥，硬木地板不见了，一条泥土小径取而代之。,墙上的洞,,,,我“需要”这个，就像“需要”墙上有个洞一样。,
50018,阁楼,,,<b>强制</b> - 阁楼揭示后：将放在一边的远在房屋之上放置入场。,一头畸形野兽的血腥死尸挂在天花板垂下的肉钩上，来回摇摆着。血液从死尸上缓慢流出，滴落到一个小木桶之内。让你意外的是，阁楼尽头的一架木梯穿过了房顶，通向更高的地方。,阁楼,,,,当你走近阁楼的阶梯时，一股腐肉的气味扑鼻而来。,
50019,开阔坟场,,,<b>强制</b> - 你揭示开阔坟场后：检定[willpower](4)。你检定失败且每低于难度1点，从每位调查员的手中随机弃掉1张卡牌。,你爬上梯子，从地面的一个洞口钻出来，却发现自己置身于一片无边无际的墓地中。每一块墓碑上，都刻着一个你家族成员的名字。,远在房屋之上,,,,你难以相信眼前的景象，阁楼本该是你房子的最高处才对。至少……之前是的。 ,
50020,地窖,,,<b>强制</b> - 地窖揭示后：将放在一边的远在房屋之下放置入场。,你的地窖变成了一座由冰冷的隧道与地穴组成的地下网络。寒气侵入骨髓。这些隧道向地表之下延伸数英里，不断向更深处蔓延。,地窖,,,,通往地窖的阶梯格外滑溜，结上了一层泛光的薄冰……,
50021,食尸鬼洞穴,,,<b>强制</b> - 你揭示食尸鬼洞穴后：检定[agility](3)。你检定失败且每低于难度1点，查找遭遇牌库和遭遇弃牌堆，找出1张鼠群并将其抽取。混洗遭遇牌库。,这些坑洞似乎是那些生物的巢穴。冰冷刺骨，里面满是人类和其他动物的腐烂残骸。,远在房屋之下,,,,隧道向四面八方延伸，长达数英里。无论你看向哪里，都能看到远处有怪异的犬形生物四肢着地快速移动，在阴影间窜来窜去。,
50022,嗜尸鬼,,类人. 怪物. 食尸鬼,"<b>生成</b> - 卧室。
    猎手。",衣柜门后，那怪物刚结束它的餐食。它的食欲永不满足，立刻就把注意力转向了你。,,,,,,
50023,深渊食尸鬼,,类人. 怪物. 食尸鬼,"<b>生成</b> - 浴室。
    反击。",一头狂乱的野兽硬生生撕开了地面，从下方隧道里钻出。它的双眼因饥饿与憎恨而通红。,,,,,,
50024,狂信徒之印,,巫术,<b>显现</b> - 每位拥有3张或更少手牌数量的调查员必须受到1点伤害和1点恐惧。每位拥有4张或更多手牌数量的调查员检定[willpower](2)，检定失败的调查员从手中随机弃掉2张卡牌。,三印为终焉。,,,,,,
50025,重返午夜假面,,,"遵循<i>狂热之夜</i>的剧本手册进行冒险设置，但以下步骤例外：
    - 在找出遭遇组的卡牌时，还需要为<i>重返午夜假面</i>找出几个新遭遇组，如下所示：
    - 随机从2张密谋1a——“猎人还是猎物？”中选择1张来构建密谋牌库，不要查看另一面。将其他版本的密谋1a从游戏中移除。
  <b>(继续阅读背面。)</b>",,,,,"随机从2张东城区地点选择1张、2张北区地点选择1张、2张河岸城地点选择1张和2张米斯卡塔尼克大学地点选择1张。将所选地点放置入场。将这些地点的其他版本从游戏中移除。
    - 在创建“异教徒牌库”时，加入本扩展<i>乌默尔多斯教派</i>遭遇组的3张新卡牌。混洗异教徒牌库，然后从中随机移除3张卡牌，不要查看其内容。<i>(异教徒牌库最后应有5张卡牌。)</i>
    - 如果你被指示要从遭遇牌库查找一张祭司，改为从遭遇牌库查找一张生命值为1的[[异教徒]]敌人。",,
50026a,猎人还是猎物？,,,[action]：<b>撤退</b>。你不愿冒险多做停留，带着收集的信息去往安全之处。,丽塔似乎坚信阿卡姆城中正酝酿着一个阴谋。她相信有一个隐秘的异教正服侍着地下洞穴中的食尸鬼，而异教几名重要的成员正散居在阿卡姆城各处。你开始搜寻他们，却不由地感到自己也正在被某个东西追捕。,,,,,,
50026b,纳罗加斯,尸骸之主,类人. 怪物. 异教徒. 精英,"<b>生成</b> - 与猎物交战。
    <b>猎物</b> - 距离另一个[[异教徒]]敌人最近的调查员。
    猎手。
    每有一位调查员，纳罗加斯得到+3生命。
    纳罗加斯处于重整状态时，其所在地点和连接地点的每位调查员不能与[[异教徒]]敌人<b>谈判</b>。",,,,,,,
50027,东城区,阿卡姆警察局,阿卡姆,[action] ：在你控制的一个支援上放置2个补给标记或子弹标记。(每场游戏仅限一次。),你知道恩格尔警长多半不会相信你的说辞，但兴许能说服其他几位警员协助你调查。,东城区,,阿卡姆,,东城区位于米斯卡塔尼克河的北岸，这里是底层人民的居所，还坐落着阿卡姆警察局以及维尔玛小餐馆这样的人气食肆。,
50028,北区,火车站,阿卡姆,[action] ：移动到任意一个[[阿卡姆]]地点。(每场游戏仅限一次。),这趟火车在阿卡姆境内有许多停靠站，而通往城外的站点更多。你很想把这一切都抛在身后。,北区,,阿卡姆,,北区是阿卡姆的商贸区，坐落着大量办公室和工厂，火车站也在这里。,
50029,米斯卡塔尼克大学,米斯卡塔尼克博物馆,阿卡姆,[action]受到2点恐惧：从供应堆获得1个线索。(每场游戏仅限一次。),大学博物馆保管着众多来自世界各地的奇珍异宝。,米斯卡塔尼克大学,,阿卡姆,,米斯卡塔尼克大学是东北地区最富盛名的学府之一。大学图书馆因其神秘学书籍的收藏而闻名于世，由受人尊敬的亨利·阿米蒂奇博士管理维护。,
50030,河岸城,废弃仓库,阿卡姆. 中心,[action]弃掉一张带有X个[willpower]图标的手牌：从场上的一个[[异教徒]]敌人上移除X个毁灭标记。(每场游戏团队仅限一次。),河边那座孤零零的仓库安静又偏僻：是进行隐秘交易的绝佳场所。,河岸城,,阿卡姆. 中心,,米斯卡塔尼克河的两岸排列着诸多码头、仓库，和小店，这片地方叫河岸城真是名副其实。,
50031,假面惊骇,,力量. 阴谋,<b>显现</b> - 每位拥有2个或更多线索的调查员受到2点恐惧。如果未能造成任何恐惧，在当前密谋上放置1个毁灭标记。本效果可以导致当前密谋推进。,“乌默尔多斯……乌默尔多斯……乌默尔多斯……”,,,,,,
50032,重返地底噬魔,,,"遵循<i>狂热之夜</i>的剧本手册进行冒险设置，但以下步骤例外：
    - 在找出遭遇组的卡牌时，还需要为<i>重返地底噬魔</i>找出几个新遭遇组，如下所示：
    - 在随机选择4张阿卡姆密林地点放置入场时，将本扩展的4张新版阿卡姆密林地点也加入遭遇组，改为从10张阿卡姆密林地点中随机选择4张。
    - 在乌默尔多斯敌人被放到一边后，将本卡牌翻面，附属到乌默尔多斯。",,,,,,,
50032b,凡尘终陨之墟,,惊悚. 异界,"凡尘终陨之墟不能离场。
    乌默尔多斯得到+X倍调查员人数的生命，得到+X攻击，其中X为本卡牌上的资源数量。
    <b>强制</b> - 在乌默尔多斯入场时，场景牌库每剩余一张场景卡牌，在凡尘终陨之墟上放置1个资源。",,,,,,,
50033,阿卡姆密林,巨大柳树,树林,<b>强制</b> - 本地点的调查员结算诡计时技能检定成功后：该诡计卡获得涌动。(团队每轮仅限一次。),在寒风中它嘎吱作响，不断扭动，如同有生命一般。,阿卡姆密林,,树林,,你从小就被告诫在夜间远离这座树林。现在你明白了原因。,
50034,阿卡姆密林,湖边,树林,<b>强制</b> - 在你调查本地点时，揭示一个混乱标记后：揭示并结算一个额外的混乱标记。(每次检定仅限一次。),这里曾是热门的钓鱼点，但看起来已经好几年没人来这儿钓鱼了。,阿卡姆密林,,树林,,你从小就被告诫在夜间远离这座树林。现在你明白了原因。,
50035,阿卡姆密林,尸横遍野的空地,树林,本地点的每个敌人每次被攻击时受到的伤害不能超过1点。,被啃食了一半的动物残骸遍布这片树林，尸臭弥漫在空气中。,阿卡姆密林,,树林,,你从小就被告诫在夜间远离这座树林。现在你明白了原因。,
50036,阿卡姆密林,木桥,树林,<b>强制</b> - 你在本地点尝试躲避时，揭示一个混乱标记后：揭示并结算一个额外的混乱标记。(每次检定仅限一次。),就算有人激你，你也绝不想走上这座腐朽摇晃的桥。,阿卡姆密林,,树林,,你从小就被告诫在夜间远离这座树林。现在你明白了原因。,
50037,乌默尔多斯的饥饿,,力量,<b>显现</b> - 每位调查员必须从手中随机弃掉1张卡牌。没有手牌的调查员阵亡。治愈在场每个敌人1点伤害。,它更偏爱以死者的腐肉为食，但要是饥渴难耐，活物也能将就。,,,,,,
50038,食墓鬼,,类人. 怪物. 食尸鬼,<b>强制</b> - 食墓鬼攻击你后：从你的手中随机弃掉1张卡牌。,"它保持着一种缩伏的姿态，令人觉得它随时可能抛开手里的猎物，转而扑向更肥美的佳肴。
    <cite>H. P. 洛夫克拉夫特，《皮克曼的模特》</cite>",,,,,,
50039,乌默尔多斯的祭司,,类人. 怪物. 食尸鬼,"<b>猎物</b> - 手牌最少。
    与没有手牌的调查员交战时，乌默尔多斯的祭司不能被躲避。",骇人面具之下，潜藏着真正的恐怖。,,,,,,
50040,地底深寒,,危险,<b>显现</b> - 检定[willpower](3)。你检定失败且每低于难度1点，从你的手中随机弃掉1张卡牌。每有1张卡牌不能丢弃，受到1点伤害。,地面覆盖着冰雪，一股刺骨的寒意弥漫在空气中。,,,,,,
50041,噬魔信徒,,类人. 异教徒,"<b>生成</b> - 最远的无人地点。
    <b>强制</b> - 你生成噬魔信徒后：你必须在噬魔信徒上放置1个毁灭标记，或将你的1个线索放到其所在地点。如果当前密谋不是密谋1，改为两项都执行。",安抚好这头野兽，我们就能活下来。等我们死后，它便会以遗骸为盛宴。,,,,,,
50042,掠尸者,,怪物. 仆从. 异教徒,"<b>生成</b> - 最远的无人地点。
    <b>强制</b> - 当神话阶段结束时：在掠尸者上放置1个毁灭标记。
    <b>强制</b> - 当敌军阶段结束时，掠尸者向河岸城或主道路移动一次。如果掠尸者已经位于河岸城或主道路，改为将掠尸者上的所有毁灭标记移动到当前密谋上。",,,,,,,
